1	310
1	368
1	1026
1	2886
1	6606
1	6607
1	6622
1	7083
1	10549
1	80854
2	2
2	60
2	259
2	310
2	348
2	351
2	476
2	998
2	1026
2	1558
2	1562
2	1990
2	1995
2	2026
2	2193
2	2639
2	2669
2	2885
2	3014
2	3163
2	3309
2	3337
2	3437
2	3553
2	4035
2	4803
2	4846
2	5155
2	5864
2	5886
2	5908
2	6009
2	6468
2	6606
2	6607
2	7001
2	7050
2	7052
2	7083
2	7276
2	7301
2	7353
2	7372
2	8764
2	8848
2	9361
2	10053
2	10263
2	10376
2	10724
2	10944
2	11051
2	11102
2	11140
2	22976
2	22983
2	23154
2	23176
2	24138
2	51013
2	51024
2	51295
2	54850
2	55729
2	56729
2	57559
2	64223
2	84106
2	93185
2	112398
2	115704
2	126003
2	126074
2	140545
12	125
12	351
12	354
12	1511
12	1990
12	1991
12	3817
12	4001
12	4790
12	6444
12	10057
12	10319
12	11330
12	30834
14	5664
14	6293
14	7083
14	8553
14	11345
14	51497
14	64782
14	65265
14	81631
15	4188
15	7534
15	8553
18	1398
19	1740
19	1741
19	6640
19	6641
19	7052
19	8517
19	8825
19	9826
19	23365
19	64130
20	773
20	55755
23	3692
23	23421
25	25
25	29
25	197
25	326
25	367
25	472
25	610
25	656
25	672
25	675
25	695
25	729
25	831
25	857
25	867
25	887
25	987
25	996
25	1058
25	1271
25	1398
25	1399
25	1748
25	1759
25	1775
25	1785
25	1795
25	1796
25	1946
25	1951
25	1956
25	2060
25	2064
25	2065
25	2066
25	2151
25	2295
25	2316
25	2318
25	2533
25	2534
25	2550
25	2571
25	2799
25	2885
25	2889
25	2954
25	2971
25	3055
25	3073
25	3224
25	3326
25	3717
25	3725
25	3815
25	3980
25	4007
25	4036
25	4053
25	4137
25	4253
25	4288
25	4439
25	4690
25	4734
25	4739
25	4854
25	4914
25	4969
25	4998
25	5027
25	5071
25	5077
25	5295
25	5310
25	5335
25	5424
25	5530
25	5775
25	5777
25	5782
25	5888
25	5925
25	6581
25	6655
25	6667
25	6714
25	6792
25	7080
25	7112
25	7157
25	7161
25	7409
25	7441
25	8470
25	8482
25	8506
25	8529
25	8601
25	8646
25	8724
25	8871
25	8933
25	9046
25	9054
25	9187
25	9228
25	9229
25	9282
25	9472
25	9569
25	9610
25	9744
25	9757
25	9784
25	9793
25	9820
25	9826
25	9908
25	10006
25	10021
25	10152
25	10236
25	10262
25	10278
25	10557
25	10580
25	10618
25	11176
25	11184
25	11248
25	11250
25	22839
25	22999
25	23114
25	23136
25	23230
25	23327
25	23607
25	25920
25	26052
25	26469
25	26960
25	27120
25	27154
25	29886
25	29934
25	50807
25	51428
25	51517
25	55321
25	56141
25	56658
25	56955
25	56995
25	57142
25	57190
25	57716
25	58512
25	60385
25	64111
25	64714
25	65268
25	79723
25	79890
25	80831
25	80852
25	83541
25	85358
25	90990
25	91179
25	92591
25	114784
25	114879
25	127933
25	128853
25	170825
25	284086
25	344148
27	367
27	1398
27	1956
27	2064
27	2065
27	2066
27	2534
27	2885
27	3055
27	3815
27	4233
27	4294
27	4690
27	4734
27	5295
27	5335
27	6714
27	7164
27	9610
27	11339
27	23327
27	81545
27	84419
28	65983
28	84283
30	51061
31	672
31	1114
31	5562
31	5563
31	6310
32	5563
34	34
35	3665
37	3921
37	10243
38	189
39	39
39	7013
39	84708
43	43
43	351
43	8292
47	47
48	1213
48	4604
48	4703
48	5829
48	6445
48	26112
50	342371
52	51460
52	54874
52	55052
54	1959
54	5516
54	5601
54	6118
54	6696
54	7704
54	8743
54	9141
54	9410
54	54978
55	55
55	2064
58	58
58	1072
58	1264
58	1756
58	1773
58	1956
58	2017
58	2059
58	2638
58	2934
58	4130
58	7170
58	7273
58	7408
58	7429
58	23499
58	26001
58	29109
58	84676
58	121512
58	100506658
60	60
60	71
60	310
60	598
60	1026
60	1072
60	1073
60	1104
60	1460
60	1962
60	2033
60	2100
60	2167
60	2597
60	3014
60	3184
60	3312
60	4093
60	4133
60	4736
60	5216
60	5335
60	5430
60	6282
60	6597
60	6606
60	6607
60	7083
60	7118
60	7276
60	7965
60	10095
60	10486
60	10576
60	10657
60	11034
60	25913
60	26277
60	55093
60	55333
60	55729
60	65057
60	254427
60	653361
70	2597
70	2638
70	9070
70	23224
70	51660
70	53335
70	338872
71	71
71	348
71	1072
71	1073
71	1488
71	1962
71	2934
71	3692
71	5217
71	5597
71	5664
71	5800
71	6456
71	6487
71	7114
71	7429
71	9252
71	9815
71	10486
71	10487
71	11034
71	11098
71	23043
71	23421
71	27185
71	28952
71	55093
71	55607
71	55729
71	653361
81	89
81	655
81	3838
81	4846
81	5598
81	5777
81	6232
81	6314
81	6772
81	7273
81	7295
81	8161
81	9124
81	25913
81	26278
81	51778
81	58529
86	396
86	2130
86	6595
86	6597
86	6598
86	8295
86	8607
86	9643
86	10856
86	10902
86	10933
86	55257
86	55929
87	87
87	89
87	324
87	773
87	1495
87	2100
87	2395
87	2965
87	3838
87	4110
87	4938
87	5585
87	5663
87	5682
87	6232
87	6311
87	6314
87	7273
87	7518
87	7791
87	8050
87	8161
87	8328
87	8648
87	8850
87	9124
87	9253
87	9282
87	9499
87	9815
87	9852
87	10062
87	51588
87	51778
87	58529
87	79778
87	200845
87	220082
88	88
88	89
88	2902
88	3741
88	4342
88	4606
88	4846
88	6311
88	6314
88	6615
88	6672
88	7273
88	7277
88	7289
88	8161
88	8204
88	8291
88	8648
88	8850
88	8856
88	9070
88	9172
88	9282
88	9611
88	11155
88	11224
88	22938
88	23139
88	23421
88	23557
88	26060
88	27295
88	51778
88	55663
88	64400
88	79778
88	84312
88	158297
88	285093
